report_id,n_tables,n_ok,n_warn,n_fail
TTF_financial_statements_2019_consolidated,77,77,0,0
TTF_financial_statements_2019_separate,68,68,0,0
TTF_financial_statements_2020_consolidated,63,63,0,0
TTF_financial_statements_2020_separate,48,48,0,0
TTF_financial_statements_2021_consolidated,72,72,0,0
TTF_financial_statements_2021_separate,55,55,0,0
TTF_financial_statements_2022_consolidated,64,64,0,0
TTF_financial_statements_2022_separate,54,54,0,0
TTF_financial_statements_2023_consolidated,76,76,0,0
TTF_financial_statements_2023_separate,61,61,0,0
TTF_financial_statements_2024_consolidated,61,61,0,0
TTF_financial_statements_2024_separate,61,61,0,0
TTF_financial_statements_2025_consolidated,66,66,0,0
TTF_financial_statements_2025_separate,61,61,0,0
VAB_financial_statements_2020_consolidated,12,12,0,0
VAB_financial_statements_2021_consolidated,64,64,0,0
VAB_financial_statements_2022_consolidated,74,74,0,0
VAB_financial_statements_2023_consolidated,70,70,0,0
VAB_financial_statements_2024_consolidated,73,73,0,0
VAB_financial_statements_2025_consolidated,81,81,0,0
VCB_financial_statements_2015_consolidated,108,108,0,0
VCB_financial_statements_2015_separate,103,103,0,0
VCB_financial_statements_2016_consolidated,97,97,0,0
VCB_financial_statements_2016_separate,95,95,0,0
VCB_financial_statements_2017_consolidated,103,103,0,0
VCB_financial_statements_2017_separate,99,99,0,0
VCB_financial_statements_2018_consolidated,94,94,0,0
VCB_financial_statements_2018_separate,94,94,0,0
VCB_financial_statements_2019_consolidated,101,101,0,0
VCB_financial_statements_2019_separate,93,93,0,0
VCB_financial_statements_2020_consolidated,104,104,0,0
VCB_financial_statements_2020_separate,96,96,0,0
VCB_financial_statements_2021_consolidated,106,106,0,0
VCB_financial_statements_2021_separate,100,100,0,0
VCB_financial_statements_2022_consolidated,110,110,0,0
VCB_financial_statements_2022_separate,109,109,0,0
VCB_financial_statements_2023_consolidated,117,117,0,0
VCB_financial_statements_2023_separate,110,110,0,0
VCB_financial_statements_2024_consolidated,113,113,0,0
VCB_financial_statements_2024_separate,108,108,0,0
VCB_financial_statements_2025_consolidated,108,108,0,0
VCB_financial_statements_2025_separate,101,101,0,0
VGC_financial_statements_2015_consolidated,70,70,0,0
VGC_financial_statements_2015_separate,72,72,0,0
VGC_financial_statements_2016_consolidated,74,74,0,0
VGC_financial_statements_2016_separate,70,70,0,0
VGC_financial_statements_2017_consolidated,79,79,0,0
VGC_financial_statements_2017_separate,77,77,0,0
VGC_financial_statements_2018_consolidated,81,81,0,0
VGC_financial_statements_2018_separate,82,82,0,0
VGC_financial_statements_2019_consolidated,82,82,0,0
VGC_financial_statements_2019_separate,68,68,0,0
VGC_financial_statements_2020_consolidated,76,76,0,0
VGC_financial_statements_2020_separate,73,73,0,0
VGC_financial_statements_2021_consolidated,77,77,0,0
VGC_financial_statements_2021_separate,75,75,0,0
VGC_financial_statements_2022_consolidated,79,79,0,0
VGC_financial_statements_2022_separate,79,79,0,0
VGC_financial_statements_2023_consolidated,79,79,0,0
VGC_financial_statements_2023_separate,78,78,0,0
VGC_financial_statements_2024_consolidated,76,76,0,0
VGC_financial_statements_2024_separate,80,80,0,0
VGC_financial_statements_2025_consolidated,85,85,0,0
VGC_financial_statements_2025_separate,71,71,0,0
VGT_financial_statements_2015_consolidated,95,95,0,0
VGT_financial_statements_2015_separate,62,62,0,0
VGT_financial_statements_2016_consolidated,98,98,0,0
VGT_financial_statements_2016_separate,66,66,0,0
VGT_financial_statements_2017_consolidated,96,96,0,0
VGT_financial_statements_2017_separate,66,66,0,0
VGT_financial_statements_2018_consolidated,95,95,0,0
VGT_financial_statements_2018_separate,61,61,0,0
VGT_financial_statements_2019_consolidated,87,87,0,0
VGT_financial_statements_2019_separate,76,76,0,0
VGT_financial_statements_2020_consolidated,85,85,0,0
VGT_financial_statements_2020_separate,61,61,0,0
VGT_financial_statements_2021_consolidated,77,77,0,0
VGT_financial_statements_2021_separate,64,64,0,0
VGT_financial_statements_2022_consolidated,88,88,0,0
VGT_financial_statements_2022_separate,59,59,0,0
VGT_financial_statements_2023_consolidated,89,89,0,0
VGT_financial_statements_2023_separate,67,67,0,0
VGT_financial_statements_2024_consolidated,88,88,0,0
VGT_financial_statements_2024_separate,65,65,0,0
VGT_financial_statements_2025_consolidated,89,89,0,0
VGT_financial_statements_2025_separate,67,67,0,0
VIB_financial_statements_2015_consolidated,77,77,0,0
VIB_financial_statements_2015_separate,80,80,0,0
VIB_financial_statements_2016_consolidated,87,87,0,0
VIB_financial_statements_2016_separate,92,92,0,0
VIB_financial_statements_2017_consolidated,94,94,0,0
VIB_financial_statements_2017_separate,96,96,0,0
VIB_financial_statements_2018_consolidated,85,85,0,0
VIB_financial_statements_2018_separate,90,90,0,0
VIB_financial_statements_2019_consolidated,82,82,0,0
VIB_financial_statements_2019_separate,85,85,0,0
VIB_financial_statements_2020_consolidated,102,102,0,0
VIB_financial_statements_2020_separate,102,102,0,0
VIB_financial_statements_2021_consolidated,112,112,0,0
VIB_financial_statements_2021_separate,120,120,0,0
VIB_financial_statements_2022_consolidated,114,114,0,0
VIB_financial_statements_2022_separate,114,114,0,0
VIB_financial_statements_2023_consolidated,111,111,0,0
VIB_financial_statements_2023_separate,109,109,0,0
VIB_financial_statements_2024_consolidated,119,119,0,0
VIB_financial_statements_2024_separate,113,113,0,0
VIB_financial_statements_2025_consolidated,98,98,0,0
VIB_financial_statements_2025_separate,100,100,0,0
VIC_financial_statements_2015_consolidated,105,105,0,0
VIC_financial_statements_2015_separate,101,101,0,0
VIC_financial_statements_2016_consolidated,110,110,0,0
VIC_financial_statements_2016_separate,94,94,0,0
VIC_financial_statements_2017_consolidated,100,100,0,0
VIC_financial_statements_2017_separate,83,83,0,0
VIC_financial_statements_2018_consolidated,96,96,0,0
VIC_financial_statements_2018_separate,78,78,0,0
VIC_financial_statements_2019_consolidated,92,92,0,0
VIC_financial_statements_2019_separate,79,79,0,0
VIC_financial_statements_2020_consolidated,85,85,0,0
VIC_financial_statements_2020_separate,87,87,0,0
VIC_financial_statements_2021_consolidated,85,85,0,0
VIC_financial_statements_2021_separate,92,92,0,0
VIC_financial_statements_2022_consolidated,96,96,0,0
VIC_financial_statements_2022_separate,93,93,0,0
VIC_financial_statements_2023_consolidated,100,100,0,0
VIC_financial_statements_2023_separate,105,105,0,0
VIC_financial_statements_2024_consolidated,121,121,0,0
VIC_financial_statements_2024_separate,103,103,0,0
VIC_financial_statements_2025_consolidated,104,104,0,0
VIC_financial_statements_2025_separate,103,103,0,0
VIF_financial_statements_2015_consolidated,69,69,0,0
VIF_financial_statements_2015_separate,69,69,0,0
VIF_financial_statements_2016_consolidated,63,63,0,0
VIF_financial_statements_2016_separate,62,62,0,0
VIF_financial_statements_2017_consolidated,73,73,0,0
VIF_financial_statements_2017_separate,72,72,0,0
VIF_financial_statements_2018_consolidated,74,74,0,0
VIF_financial_statements_2018_separate,63,63,0,0
VIF_financial_statements_2019_consolidated,72,72,0,0
VIF_financial_statements_2019_separate,69,69,0,0
VIF_financial_statements_2020_consolidated,72,72,0,0
VIF_financial_statements_2020_separate,64,64,0,0
VIF_financial_statements_2021_consolidated,71,71,0,0
VIF_financial_statements_2021_separate,69,69,0,0
VIF_financial_statements_2022_consolidated,74,74,0,0
VIF_financial_statements_2022_separate,70,70,0,0
VIF_financial_statements_2023_consolidated,75,75,0,0
VIF_financial_statements_2023_separate,77,77,0,0
VIF_financial_statements_2024_consolidated,75,75,0,0
VIF_financial_statements_2024_separate,76,76,0,0
VIF_financial_statements_2025_consolidated,75,75,0,0
VIF_financial_statements_2025_separate,71,71,0,0
VJC_financial_statements_2015_consolidated,73,73,0,0
VJC_financial_statements_2015_separate,69,69,0,0
VJC_financial_statements_2016_consolidated,64,64,0,0
VJC_financial_statements_2016_separate,58,58,0,0
VJC_financial_statements_2017_consolidated,59,59,0,0
VJC_financial_statements_2017_separate,56,56,0,0
VJC_financial_statements_2018_consolidated,67,67,0,0
VJC_financial_statements_2018_separate,58,58,0,0
VJC_financial_statements_2019_consolidated,63,63,0,0
VJC_financial_statements_2019_separate,60,60,0,0
VJC_financial_statements_2020_consolidated,69,69,0,0
VJC_financial_statements_2020_separate,73,73,0,0
VJC_financial_statements_2021_consolidated,74,74,0,0
VJC_financial_statements_2021_separate,87,87,0,0
VJC_financial_statements_2022_consolidated,82,82,0,0
VJC_financial_statements_2022_separate,87,87,0,0
VJC_financial_statements_2023_consolidated,83,83,0,0
VJC_financial_statements_2024_consolidated,73,73,0,0
VJC_financial_statements_2024_separate,74,74,0,0
VJC_financial_statements_2025_consolidated,71,71,0,0
VJC_financial_statements_2025_separate,71,71,0,0
VNM_financial_statements_2015_consolidated,80,80,0,0
VNM_financial_statements_2015_separate,75,75,0,0
VNM_financial_statements_2016_consolidated,74,74,0,0
VNM_financial_statements_2016_separate,73,73,0,0
VNM_financial_statements_2017_consolidated,72,72,0,0
VNM_financial_statements_2017_separate,63,63,0,0
VNM_financial_statements_2018_consolidated,76,76,0,0
VNM_financial_statements_2018_separate,66,66,0,0
VNM_financial_statements_2019_consolidated,75,75,0,0
VNM_financial_statements_2019_separate,63,63,0,0
VNM_financial_statements_2020_consolidated,76,76,0,0
VNM_financial_statements_2020_separate,63,63,0,0
VNM_financial_statements_2021_consolidated,72,72,0,0
VNM_financial_statements_2021_separate,63,63,0,0
VNM_financial_statements_2022_consolidated,75,75,0,0
VNM_financial_statements_2022_separate,64,64,0,0
VNM_financial_statements_2023_consolidated,75,75,0,0
VNM_financial_statements_2023_separate,63,63,0,0
VNM_financial_statements_2024_consolidated,75,75,0,0
VNM_financial_statements_2024_separate,65,65,0,0
VNM_financial_statements_2025_consolidated,76,76,0,0
VNM_financial_statements_2025_separate,65,65,0,0
VPB_financial_statements_2017_consolidated,103,103,0,0
VPB_financial_statements_2017_separate,97,97,0,0
VPB_financial_statements_2018_consolidated,100,100,0,0
VPB_financial_statements_2018_separate,100,100,0,0
VPB_financial_statements_2019_consolidated,100,100,0,0
VPB_financial_statements_2019_separate,100,100,0,0
VPB_financial_statements_2020_consolidated,113,113,0,0
VPB_financial_statements_2020_separate,102,102,0,0
VPB_financial_statements_2021_consolidated,113,113,0,0
VPB_financial_statements_2021_separate,104,104,0,0
VPB_financial_statements_2022_consolidated,125,125,0,0
VPB_financial_statements_2022_separate_1,106,106,0,0
VPB_financial_statements_2022_separate_2,106,106,0,0
VPB_financial_statements_2023,112,112,0,0
VPB_financial_statements_2024_consolidated,121,121,0,0
VPB_financial_statements_2024_separate,114,114,0,0
VPB_financial_statements_2025_consolidated,124,124,0,0
VPB_financial_statements_2025_separate,114,114,0,0
VPI_financial_statements_2016_consolidated,56,56,0,0
VPI_financial_statements_2016_separate,57,57,0,0
VPI_financial_statements_2017_consolidated,63,63,0,0
VPI_financial_statements_2017_separate,57,57,0,0
VPI_financial_statements_2018_consolidated,55,55,0,0
VPI_financial_statements_2018_separate,53,53,0,0
VPI_financial_statements_2019_consolidated,44,44,0,0
VPI_financial_statements_2019_separate,44,44,0,0
VPI_financial_statements_2020_consolidated,61,61,0,0
VPI_financial_statements_2020_separate,58,58,0,0
VPI_financial_statements_2021_consolidated,59,59,0,0
VPI_financial_statements_2021_separate,55,55,0,0
VPI_financial_statements_2022_consolidated,66,66,0,0
VPI_financial_statements_2022_separate,64,64,0,0
VPI_financial_statements_2023_consolidated,74,74,0,0
VPI_financial_statements_2023_separate,67,67,0,0
VPI_financial_statements_2024_consolidated,79,79,0,0
VPI_financial_statements_2024_separate,70,70,0,0
VPI_financial_statements_2025_consolidated,77,77,0,0
VPI_financial_statements_2025_separate,79,79,0,0
VRE_financial_statements_2015_consolidated,89,89,0,0
VRE_financial_statements_2015_separate,74,74,0,0
VRE_financial_statements_2016_consolidated,69,69,0,0
VRE_financial_statements_2016_separate,69,69,0,0
VRE_financial_statements_2017_consolidated,77,77,0,0
VRE_financial_statements_2017_separate,70,70,0,0
VRE_financial_statements_2018_consolidated,81,81,0,0
VRE_financial_statements_2019_consolidated,78,78,0,0
VRE_financial_statements_2019_separate,71,71,0,0
VRE_financial_statements_2020_consolidated,71,71,0,0
VRE_financial_statements_2020_separate,68,68,0,0
VRE_financial_statements_2021_consolidated,74,74,0,0
VRE_financial_statements_2021_separate,59,59,0,0
VRE_financial_statements_2022_consolidated,73,73,0,0
VRE_financial_statements_2022_separate,57,57,0,0
VRE_financial_statements_2023_consolidated,75,75,0,0
VRE_financial_statements_2023_separate,63,63,0,0
VRE_financial_statements_2024_consolidated,58,58,0,0
VRE_financial_statements_2024_separate,50,50,0,0
VRE_financial_statements_2025_consolidated,63,63,0,0
VRE_financial_statements_2025_separate,56,56,0,0
VSC_financial_statements_2015_consolidated,46,46,0,0
VSC_financial_statements_2015_separate,45,45,0,0
VSC_financial_statements_2016_consolidated,50,50,0,0
VSC_financial_statements_2016_separate,38,38,0,0
VSC_financial_statements_2017_consolidated,45,45,0,0
VSC_financial_statements_2017_separate,41,41,0,0
VSC_financial_statements_2018_consolidated,55,55,0,0
VSC_financial_statements_2018_separate,37,37,0,0
VSC_financial_statements_2019_consolidated,54,54,0,0
VSC_financial_statements_2019_separate,39,39,0,0
VSC_financial_statements_2020_consolidated,49,49,0,0
VSC_financial_statements_2020_separate,40,40,0,0
VSC_financial_statements_2021_consolidated,47,47,0,0
VSC_financial_statements_2021_separate,46,46,0,0
VSC_financial_statements_2022_consolidated,51,51,0,0
VSC_financial_statements_2022_separate,48,48,0,0
VSC_financial_statements_2023_consolidated,65,65,0,0
VSC_financial_statements_2023_separate,55,55,0,0
VSC_financial_statements_2024_consolidated,63,63,0,0
VSC_financial_statements_2024_separate,60,60,0,0
VSC_financial_statements_2025_consolidated,67,67,0,0
VSC_financial_statements_2025_separate,62,62,0,0
VSF_financial_statements_2017_separate,87,87,0,0
VSF_financial_statements_2018_consolidated,77,77,0,0
VSF_financial_statements_2018_separate,71,71,0,0
VSF_financial_statements_2019_consolidated,88,88,0,0
VSF_financial_statements_2019_separate,70,70,0,0
VSF_financial_statements_2020_consolidated,71,71,0,0
VSF_financial_statements_2020_separate,73,73,0,0
VSF_financial_statements_2021_consolidated,82,82,0,0
VSF_financial_statements_2021_separate,72,72,0,0
VSF_financial_statements_2022_consolidated,64,64,0,0
VSF_financial_statements_2022_separate,60,60,0,0
VSF_financial_statements_2023_consolidated,63,63,0,0
VSF_financial_statements_2023_separate,66,66,0,0
VSF_financial_statements_2024_aggregated,63,63,0,0
VSF_financial_statements_2024_consolidated,62,62,0,0
VSF_financial_statements_2025_aggregated,59,59,0,0
VSF_financial_statements_2025_consolidated,68,68,0,0
